doctor_name,specialty,qualification,designation,hospital,location,experience,profile_url
Dr. Farjana Mahjabin (Ovi),Gynaecology & Obstetrics,"MBBS, BCS, MS",Assistant Registrar,"250 Bedded General Hospital, Pabna",Pabna,N/A,https://doctor.bd/doctor/dr-farjana-mahjabin-ovi-gynaecology-obstetrics-pabna
Dr. Farjana Nasreen,Dentistry,BDS,Consultant,"Ocean Diagnostic Centre, Chattogram",Chattogram,N/A,https://doctor.bd/doctor/dr-farjana-nasreen-dentistry-chattogram
Dr. Farrukh Ahmad,Pediatrics,"MBBS, MCPS, MD",Consultant,Khulna Medical College Hospital,Khulna,N/A,https://doctor.bd/doctor/dr-farrukh-ahmad-pediatrics-khulna
Dr. Farrukh Shaheen Rosy,Endocrinology,"MBBS, CCD",Diabetes Specialist,BIRDEM General Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-farrukh-shaheen-rosy-endocrinology-dhaka
Dr. Faruk Hossain,Plastic Surgery,"MBBS, MS",Assistant Professor,Dhaka Community Medical College,Dhaka,7+ Years,https://doctor.bd/doctor/dr-faruk-hossain-plastic-surgery-dhaka
Dr. Faruq Amin Talukder,Nephrology,"MBBS, MD",Doctor,"Kurmitola General Hospital, Dhaka",Dhaka,N/A,https://doctor.bd/doctor/dr-faruq-amin-talukder-nephrology-dhaka
Dr. Faruque Ahmed,Nephrology,"MBBS, BCS, MD",Assistant Professor,Shaheed Suhrawardy Medical College Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-faruque-ahmed-nephrology-dhaka
Dr. Farzana Afroze,Dermatology,"MBBS, MCPS, FCPS",Consultant,Ahsania Mission Cancer and General Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-farzana-afroze-dermatology-dhaka
Dr. Farzana Ahmed,Pediatrics,"MBBS, FCPS, FRCP",Associate Professor,Marks Medical College & Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-farzana-ahmed-pediatrics-dhaka
Dr. Farzana Akhter Bithi,Gynaecology & Obstetrics,"MBBS, BCS, FCPS",Surgeon,Chattogram Medical College Hospital,Chattogram,N/A,https://doctor.bd/doctor/dr-farzana-akhter-bithi-gynaecology-obstetrics-chattogram
Dr. Farzana Akter Chowdhury,Ophthalmology,"MBBS, DCO",Consultant,Chattogram Eye Infirmary and Training Complex,Chattogram,N/A,https://doctor.bd/doctor/dr-farzana-akter-chowdhury-ophthalmology-chattogram
Dr. Farzana Aman Sharmin,Dentistry,"BDS, PGT",Consultant,Freshdent Orthodontics & Implant Center,Chattogram,N/A,https://doctor.bd/doctor/dr-farzana-aman-sharmin-dentistry-chattogram
Dr. Farzana Anam,Gynaecology & Obstetrics,"MBBS, BCS, FCPS",Consultant,Narayanganj General (Victoria) Hospital,Narayanganj,N/A,https://doctor.bd/doctor/dr-farzana-anam-gynaecology-obstetrics-narayanganj
Dr. Farzana Anar,Dentistry,"BDS, FCPS",Assistant Professor,Community Based Medical College Hospital Bangladesh,Dhaka,N/A,https://doctor.bd/doctor/dr-farzana-anar-dentistry-dhaka
Dr. Farzana Begum,Gynaecology & Obstetrics,"MBBS, BCS, MS",Gynecologist,Rajshahi Medical College Hospital,Rajshahi,N/A,https://doctor.bd/doctor/dr-farzana-begum-gynaecology-obstetrics-rajshahi
Dr. Farzana Chowdhury,Gynaecology & Obstetrics,"MBBS, MCPS, FCPS",Assistant Professor,Chattogram International Medical College & Hospital (CIMCH),Chattogram,N/A,https://doctor.bd/doctor/dr-farzana-chowdhury-gynaecology-obstetrics-chattogram
Dr. Farzana Ferdous Munmun,Gynaecology & Obstetrics,"MBBS, BCS, DGO, FCPS",Assistant Professor,Sher-e-bangla Medical College Hospital,Barishal,N/A,https://doctor.bd/doctor/dr-farzana-ferdous-munmun-gynaecology-obstetrics-barishal
Dr. Farzana Hamid,Pediatrics,"MBBS, FCPS, MRCP",Associate Professor,North East Medical College Hospital,Sylhet,N/A,https://doctor.bd/doctor/dr-farzana-hamid-pediatrics-sylhet
Dr. Farzana Hamid (Eti),Gynaecology & Obstetrics,"MBBS, BCS, MS",Consultant,Bangladesh Medical University,Dhaka,N/A,https://doctor.bd/doctor/dr-farzana-hamid-eti-gynaecology-obstetrics-dhaka
Dr. Farzana Haque,Medicine,"MBBS, BCS, MACP, FCPS",Registrar,Dhaka Medical College Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-farzana-haque-medicine-dhaka
Dr. Farzana Haseen Mukti,Gynaecology & Obstetrics,"MBBS, DGO, FCPS, MCPS",Senior Consultant,Evercare Hospital Chattogram,Chattogram,N/A,https://doctor.bd/doctor/dr-farzana-haseen-mukti-gynaecology-obstetrics-chattogram
Dr. Farzana Islam,Pediatrics,"MBBS, DCH, MCPS",Specialist and Head,Evercare Hospital Dhaka,Dhaka,N/A,https://doctor.bd/doctor/dr-farzana-islam-pediatrics-dhaka
Dr. Farzana Khondaker Eshan,Gynaecology & Obstetrics,"MBBS, BCS, FCPS",Consultant,Cumilla Medical College Hospital,Cumilla,N/A,https://doctor.bd/doctor/dr-farzana-khondaker-eshan-gynaecology-obstetrics-cumilla
Dr. Farzana Naznin Ripa,Gynaecology & Obstetrics,"MBBS, FCPS",Consultant,Rajshahi Medical College Hospital,Rajshahi,N/A,https://doctor.bd/doctor/dr-farzana-naznin-ripa-gynaecology-obstetrics-rajshahi
Dr. Farzana Rabin (Shormi),Psychiatry,"MBBS, MPhil, MD",Professor & Head,Holy Family Red Crescent Medical College Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-farzana-rabin-shormi-psychiatry-dhaka
Dr. Farzana Rahman,Hematology,"MBBS, FCPS",Associate Professor,Bangladesh Medical University,Dhaka,N/A,https://doctor.bd/doctor/dr-farzana-rahman-hematology-dhaka
Dr. Farzana Rahman Chowdhury,Pediatrics,"MBBS, DCH, FCPS",Consultant,Popular Medical College & Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-farzana-rahman-chowdhury-pediatrics-dhaka
Dr. Farzana Rahman Shathi,Dermatology,"MBBS, BCS, MCPS, DDV, FCPS",Assistant Professor,Shaheed Suhrawardy Medical College Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-farzana-rahman-shathi-dermatology-dhaka
Dr. Farzana Rashid,Gynaecology & Obstetrics,"MBBS, BCS, FCPS",Consultant,Khulna Medical College Hospital,Khulna,N/A,https://doctor.bd/doctor/dr-farzana-rashid-gynaecology-obstetrics-khulna
Dr. Farzana Rashid,Gynaecology & Obstetrics,"MBBS, FCPS",Consultant,"Square Hospital, Dhaka",Dhaka,N/A,https://doctor.bd/doctor/dr-farzana-rashid-gynaecology-obstetrics-dhaka
Dr. Farzana Sharmin Bithi,Gynaecology & Obstetrics,"MBBS, DGO, FCPS",Consultant,National Institute of Cancer Research and Hospital (NICR&H),Dhaka,N/A,https://doctor.bd/doctor/dr-farzana-sharmin-bithi-gynaecology-obstetrics-dhaka
Dr. Farzana Sharmin Shuvra,Gynaecology & Obstetrics,"MBBS, FCPS",Assistant Professor,Bangladesh Medical University,Dhaka,N/A,https://doctor.bd/doctor/dr-farzana-sharmin-shuvra-gynaecology-obstetrics-dhaka
Dr. Farzana Shumy,Rheumatology,"MBBS, FCPS, MRCP, MD",Consultant,"Square Hospital, Dhaka",Dhaka,N/A,https://doctor.bd/doctor/dr-farzana-shumy-rheumatology-dhaka
Dr. Farzana Tazin,Cardiology,"MBBS, FCPS",Senior Consultant,National Heart Foundation Hospital Sylhet,Sylhet,N/A,https://doctor.bd/doctor/dr-farzana-tazin-cardiology-sylhet
Dr. Farzana Yeasmin Luna,Gynaecology & Obstetrics,"MBBS, BCS, FCPS, MRCOG, MSc",Senior Consultant,"United Hospital, Dhaka",Dhaka,N/A,https://doctor.bd/doctor/dr-farzana-yeasmin-luna-gynaecology-obstetrics-dhaka
Dr. Farzana Zulfia Khan,Cardiology,"MBBS, D-CARD",Consultant,"BRB Hospital, Dhaka",Dhaka,N/A,https://doctor.bd/doctor/dr-farzana-zulfia-khan-cardiology-dhaka
Dr. Fatama Tul Tanzina Chowdhury,Gynaecology & Obstetrics,"MBBS, MS",Assistant Professor,Sylhet Womens Medical College Hospital,Sylhet,15+ Years,https://doctor.bd/doctor/dr-fatama-tul-tanzina-chowdhury-gynaecology-obstetrics-sylhet
Dr. Fatamatuz Zohura Antora,Dermatology,"MBBS, FCPS",Dermatologist,Medix,Dhaka,N/A,https://doctor.bd/doctor/dr-fatamatuz-zohura-antora-dermatology-dhaka
Dr. Fateha Ferdous,Gynaecology & Obstetrics,"MBBS, MCPS, FCPS",Gynecologist,BIRDEM General Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-fateha-ferdous-gynaecology-obstetrics-dhaka
Dr. Fatema Akter,General Surgery,"MBBS, FCPS, FMAS",Consultant,Islami Bank Hospital Khulna,Khulna,N/A,https://doctor.bd/doctor/dr-fatema-akter-general-surgery-khulna
Dr. Fatema Akter Doly,Reproductive Medicine,"MBBS, MCPS",Manager at Model Family Planning Center,Dhaka Medical College Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-fatema-akter-doly-reproductive-medicine-dhaka
Dr. Fatema Akther (Juthi),Gynaecology & Obstetrics,"MBBS, DGO, FCPS",RMO,Bauphal Upazila Health Complex,Patuakhali,N/A,https://doctor.bd/doctor/dr-fatema-akther-juthi-gynaecology-obstetrics-patuakhali
Dr. Fatema Begum,Gynaecology & Obstetrics,"MBBS, DGO, FCPS",Gynecologist,Khwaja Yunus Ali Medical College & Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-fatema-begum-gynaecology-obstetrics-dhaka
Dr. Fatema Begum,Cardiology,"MBBS, FCPS, MD",Senior Consultant,"United Hospital, Dhaka",Dhaka,N/A,https://doctor.bd/doctor/dr-fatema-begum-cardiology-dhaka
Dr. Fatema Begum (Sweety),Pediatrics,"MBBS, FCPS",Assistant Professor,Rangamati Medical College Hospital,Rangamati,N/A,https://doctor.bd/doctor/dr-fatema-begum-sweety-pediatrics-rangamati
Dr. Fatema Farzana,Pediatrics,"MBBS, BCS, FCPS",Child Specialist,Dhaka Medical College Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-fatema-farzana-pediatrics-dhaka
Dr. Fatema Khanam,Nephrology,"MBBS, FCPS",Head,Kidney Foundation Hospital Sylhet,Sylhet,N/A,https://doctor.bd/doctor/dr-fatema-khanam-nephrology-sylhet
Dr. Fatema Masur,Gynaecology & Obstetrics,"MBBS, FCPS",Consultant,Pabna Medical College Hospital,Pabna,N/A,https://doctor.bd/doctor/dr-fatema-masur-gynaecology-obstetrics-pabna
Dr. Fatema Rahman Pinky,Gynaecology & Obstetrics,"MBBS, DGO, MCPS, FCPS",Gynecologist,Dhaka Medical College Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-fatema-rahman-pinky-gynaecology-obstetrics-dhaka
Dr. Fatema Siddiqua,Gynaecology & Obstetrics,"MBBS, DGO, FCPS",Professor & Head,"Islami Bank Medical College Hospital, Rajshahi",Rajshahi,N/A,https://doctor.bd/doctor/dr-fatema-siddiqua-gynaecology-obstetrics-rajshahi
Dr. Fatema Yasmin,Pediatrics,"MBBS, BCS, MD",Resident Physician,Sylhet MAG Osmani Medical College Hospital,Sylhet,N/A,https://doctor.bd/doctor/dr-fatema-yasmin-pediatrics-sylhet
Dr. Fatema Yeasmin (Popy),Gynaecology & Obstetrics,"MBBS, MS",Registrar,Sylhet MAG Osmani Medical College Hospital,Sylhet,N/A,https://doctor.bd/doctor/dr-fatema-yeasmin-popy-gynaecology-obstetrics-sylhet
Dr. Fatema Zohra,Gynaecology & Obstetrics,"MBBS, BCS, FCPS",Consultant,"General Hospital, Khulna",Khulna,N/A,https://doctor.bd/doctor/dr-fatema-zohra-gynaecology-obstetrics-khulna
Dr. Fatema-Tu-Zohora,Dermatology,"MBBS, MD",Assistant Professor,Enam Medical College & Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-fatema-tu-zohora-dermatology-dhaka
Dr. Fatematul Jannat Taniya,Gynaecology & Obstetrics,"MBBS, MS",Assistant Professor,Central Medical College Hospital,Cumilla,N/A,https://doctor.bd/doctor/dr-fatematul-jannat-taniya-gynaecology-obstetrics-cumilla
Dr. Fatematuz Zuhora,Gynaecology & Obstetrics,"MBBS, BCS, FCPS",Consultant,Sylhet MAG Osmani Medical College Hospital,Sylhet,N/A,https://doctor.bd/doctor/dr-fatematuz-zuhora-gynaecology-obstetrics-sylhet
Dr. Fatima Zohra,Psychiatry,"MBBS, MD",Assistant Professor,Bangladesh Medical University,Dhaka,N/A,https://doctor.bd/doctor/dr-fatima-zohra-psychiatry-dhaka
Dr. Fauzia Sobhan,Physical Medicine & Rehabilitation,"MBBS, FCPS",Associate Professor,Jalalabad Ragib-Rabeya Medical College & Hospital,Sylhet,N/A,https://doctor.bd/doctor/dr-fauzia-sobhan-physical-medicine-rehabilitation-sylhet
Dr. Fayem Chowdhury (Sony),Colorectal Surgery,"MS, MBBS, BCS, FCPS, FACS",Senior Consultant,Shaheed Suhrawardy Medical College Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-fayem-chowdhury-sony-colorectal-surgery-dhaka
Dr. Faysal Ahmed,Endocrinology,"MBBS, MPH, CCD",Director,"Ibrahim Genaral Hospital, Savar",Dhaka,N/A,https://doctor.bd/doctor/dr-faysal-ahmed-endocrinology-dhaka
Dr. Faysal Ahmed,Hepatology,"MBBS, MD",Consultant,Bangladesh Medical University,Dhaka,N/A,https://doctor.bd/doctor/dr-faysal-ahmed-hepatology-dhaka
Dr. Fazana Iffat Majumder,Dentistry,"BDS, PGT",Consultant,Islami Bank Hospital Mirpur,Dhaka,N/A,https://doctor.bd/doctor/dr-fazana-iffat-majumder-dentistry-dhaka
Dr. Fazilatun Nesa Bristy,Ophthalmology,"MBBS, BCS, MCPS, FCPS",Eye Specialist,Khulna Medical College Hospital,Khulna,N/A,https://doctor.bd/doctor/dr-fazilatun-nesa-bristy-ophthalmology-khulna
Dr. Fazilatun Nesa Kusum,Gynaecology & Obstetrics,"MBBS, MS, CMU, DMU",Consultant,"Institute of Child and Mother Health, Matuail",Dhaka,N/A,https://doctor.bd/doctor/dr-fazilatun-nesa-kusum-gynaecology-obstetrics-dhaka
Dr. Fazilatunnesa Naznin,Gynaecology & Obstetrics,"MBBS, FCPS",Assistant Professor,Northern International Medical College Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-fazilatunnesa-naznin-gynaecology-obstetrics-dhaka
Dr. Fazle Noor-E-Tawhida,Gynaecology & Obstetrics,"MBBS, FCPS",Senior Consultant,Dhaka Medical College Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-fazle-noor-e-tawhida-gynaecology-obstetrics-dhaka
Dr. Fazley Rabby,Ophthalmology,"MBBS, BCS, FCPS, MCPS, ICO",Resident Surgeon,"250 Bedded General Hospital, Pabna",Pabna,N/A,https://doctor.bd/doctor/dr-fazley-rabby-ophthalmology-pabna
Dr. Fazlur Rahman Chowdhury,Pediatrics,"MBBS, DCH, PGT, PGPN",Consultant,Dhaka Shishu Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-fazlur-rahman-chowdhury-pediatrics-dhaka
Dr. Ferdous Akhter Jolly,Ophthalmology,"MBBS, DO, FCPS",Associate Professor,BIRDEM General Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-ferdous-akhter-jolly-ophthalmology-dhaka
Dr. Ferdous Alam,General Surgery,"MBBS, FCPS, MRCS",Surgeon,Bangladesh Medical University,Dhaka,N/A,https://doctor.bd/doctor/dr-ferdous-alam-general-surgery-dhaka
Dr. Ferdous Ara Banu Kakoli,Gynaecology & Obstetrics,"MBBS, FCPS",Consultant,Islami Bank Central Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-ferdous-ara-banu-kakoli-gynaecology-obstetrics-dhaka
Dr. Ferdous Ara Begum,Oncology,"MBBS, DCH, MD",Consultant,National Institute of Cancer Research and Hospital (NICR&H),Dhaka,N/A,https://doctor.bd/doctor/dr-ferdous-ara-begum-oncology-dhaka
Dr. Ferdous Ara Sarwar,Gynaecology & Obstetrics,"MBBS, MCPS",Senior Medical Officer,Chattogram Port Authority Hospital,Chattogram,N/A,https://doctor.bd/doctor/dr-ferdous-ara-sarwar-gynaecology-obstetrics-chattogram
Dr. Ferdous Kamal Bhuiyan,Nephrology,"MBBS, MD",Kidney Specialist,Asgar Ali Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-ferdous-kamal-bhuiyan-nephrology-dhaka
Dr. Ferdous Mahmud Faisal,Urology,"MBBS, BCS, MS",Consultant,National Institute of Kidney Disease and Urology (NIKDU),Dhaka,N/A,https://doctor.bd/doctor/dr-ferdous-mahmud-faisal-urology-dhaka
Dr. Ferdous Shahriar Sayed,Oncology,"MBBS, MD",Senior Consultant,Evercare Hospital Dhaka,Dhaka,N/A,https://doctor.bd/doctor/dr-ferdous-shahriar-sayed-oncology-dhaka
Dr. Ferdousi Begum,Pediatrics,"MBBS, BCS, MCPS, FCPS, MD",Consultant,Rajshahi Medical College Hospital,Rajshahi,N/A,https://doctor.bd/doctor/dr-ferdousi-begum-pediatrics-rajshahi
Dr. Ferdousi Begum,Gynaecology & Obstetrics,"MBBS, DGO, FCPS",Associate Professor,Holy Family Red Crescent Medical College Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-ferdousi-begum-gynaecology-obstetrics-dhaka
Dr. Ferdousi Begum,Dentistry,"BDS, MS, BCS",Professor & Head,Rangpur Medical College Hospital,Rangpur,N/A,https://doctor.bd/doctor/dr-ferdousi-begum-dentistry-rangpur
Dr. Ferdousi Begum Nely,Gynaecology & Obstetrics,"MBBS, DGO",Resident Surgeon,Southern Medical College & Hospital,Chattogram,N/A,https://doctor.bd/doctor/dr-ferdousi-begum-nely-gynaecology-obstetrics-chattogram
Dr. Ferdousi Chowdhury,Gynaecology & Obstetrics,"MBBS, DGO, FCPS",Gynecologist,Asgar Ali Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-ferdousi-chowdhury-gynaecology-obstetrics-dhaka
Dr. Feroza Aktar,Pediatrics,"MBBS, DCH, FCPS",Consultant,Chattogram International Medical College & Hospital (CIMCH),Chattogram,N/A,https://doctor.bd/doctor/dr-feroza-aktar-pediatrics-chattogram
Dr. Feroza Meher,Dermatology,MBBS,Consultant,"Surecell Medical, Chattogram",Chattogram,N/A,https://doctor.bd/doctor/dr-feroza-meher-dermatology-chattogram
Dr. Firoj Ahmed Al-Amin,Neurosurgery,"MBBS, MS, MRCS, FACS",Consultant,Sir Salimullah Medical College Mitford Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-firoj-ahmed-al-amin-neurosurgery-dhaka
Dr. Firoz Ahmed,Pediatrics,"MBBS, BCS, MD",Associate Professor,Cumilla Medical College Hospital,Cumilla,10+ Years,https://doctor.bd/doctor/dr-firoz-ahmed-pediatrics-cumilla
Dr. Firoz Ahmed,Orthopedics,"MBBS, BCS, D-ORTHO",Consultant,Khulna Medical College Hospital,Khulna,N/A,https://doctor.bd/doctor/dr-firoz-ahmed-orthopedics-khulna
Dr. Firoza Banu Shirin,Gynaecology & Obstetrics,"MBBS, BCS, FCPS",Consultant,"Shaheed Ziaur Rahman Medical College Hospital, Bogura",Bogura,N/A,https://doctor.bd/doctor/dr-firoza-banu-shirin-gynaecology-obstetrics-bogura
Dr. Florida Rahman,Reproductive Medicine,"MBBS, FCPS",Associate Professor,Lumina IVF & Fertility Center,Dhaka,N/A,https://doctor.bd/doctor/dr-florida-rahman-reproductive-medicine-dhaka
Dr. Forhad Hossain Badol,General Surgery,"MBBS, BCS, FCPS",Registrar,Rangpur Medical College Hospital,Rangpur,N/A,https://doctor.bd/doctor/dr-forhad-hossain-badol-general-surgery-rangpur
Dr. Forhad Hossain Chowdhury,Neurosurgery,"MBBS, FCPS, MS",Assistant Professor,National Institute of Neurosciences & Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-forhad-hossain-chowdhury-neurosurgery-dhaka
Dr. Forhad Hossain Md. Shahed,Hepatology,"MBBS, BCS, MD",Assistant Professor,Dhaka Medical College Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-forhad-hossain-md-shahed-hepatology-dhaka
Dr. Forhad Karim Majumder,Cardiology,"MBBS, BCS, MACP, MD",Consultant,National Institute of Cardiovascular Disease (NICVD),Cumilla,N/A,https://doctor.bd/doctor/dr-forhad-karim-majumder-cardiology-cumilla
Dr. Forhad Uddin Hasan Chowdhury,Medicine,"MBBS, FCPS, MSc",Registrar,Dhaka Medical College Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-forhad-uddin-hasan-chowdhury-medicine-dhaka
Dr. Forhadul Islam Tuhin,Medicine,"MBBS, BCS, FCPS, MACP, MD",Consultant,Khulna Medical College Hospital,Khulna,N/A,https://doctor.bd/doctor/dr-forhadul-islam-tuhin-medicine-khulna
Dr. Forida Begum,Gynaecology & Obstetrics,"MBBS, BCS, DGO",Senior Consultant,Sher-e-bangla Medical College Hospital,Barishal,N/A,https://doctor.bd/doctor/dr-forida-begum-gynaecology-obstetrics-barishal
Dr. Forrukh Uddin Rasel,Dentistry,"BDS, PGT",Chief Consultant,"Dental Avenue, Khulna",Khulna,N/A,https://doctor.bd/doctor/dr-forrukh-uddin-rasel-dentistry-khulna
Dr. Fouad Al Hasanat,Dentistry,"BDS, DDC, MSc",Associate Professor,Mandy Dental College & Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-fouad-al-hasanat-dentistry-dhaka
Dr. Foujia Sharmin,Gynaecology & Obstetrics,"MBBS, FCPS",Consultant,National Institute of Cancer Research and Hospital (NICR&H),Dhaka,N/A,https://doctor.bd/doctor/dr-foujia-sharmin-gynaecology-obstetrics-dhaka
Dr. Fouzia Akter,Gynaecology & Obstetrics,"MBBS, BCS, MCPS, FCPS",Assistant Professor,Rangpur Medical College Hospital,Rangpur,14+ Years,https://doctor.bd/doctor/dr-fouzia-akter-gynaecology-obstetrics-rangpur
Dr. Fouzia Anar,Medicine,"MBBS, CCD, FCPS",Doctor,BIRDEM General Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-fouzia-anar-medicine-dhaka
Dr. Fouzia Begum,Gynaecology & Obstetrics,"MBBS, FCPS",Associate Professor,Khulna City Medical College Hospital,Khulna,N/A,https://doctor.bd/doctor/dr-fouzia-begum-gynaecology-obstetrics-khulna
Dr. Fouzia Sultana,General Surgery,"MBBS, FCPS",Assistant Professor,Delta Medical College & Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-fouzia-sultana-general-surgery-dhaka
Dr. Fowaz Hussain Shuvo,Hepatology,"MBBS, MD",Consultant,"Square Hospital, Dhaka",Dhaka,N/A,https://doctor.bd/doctor/dr-fowaz-hussain-shuvo-hepatology-dhaka
Dr. Foysal Ahmed,Medicine,"MBBS, BCS, FCPS",Associate Professor,Mymensingh Medical College Hospital,Mymensingh,N/A,https://doctor.bd/doctor/dr-foysal-ahmed-medicine-mymensingh
Dr. Foysal Islam,Dentistry,"BDS, PGT",Dental Surgeon,"Foysal Dental Care, Ramganj, Lakshmipur",Lakshmipur,N/A,https://doctor.bd/doctor/dr-foysal-islam-dentistry-lakshmipur
Dr. Foysal Kader Shah Chowdhury Imon,Ophthalmology,"MBBS, BCS, DO, MCPS",Assistant Professor,Mymensingh Medical College Hospital,Mymensingh,N/A,https://doctor.bd/doctor/dr-foysal-kader-shah-chowdhury-imon-ophthalmology-mymensingh
Dr. Fuad Mohammad Shaheed Hossain,ENT,"MBBS, DLO, MS",Doctor,Holy Family Red Crescent Medical College Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-fuad-mohammad-shaheed-hossain-ent-dhaka
Dr. Furkan Ahmed,Urology,"MBBS, MS",Assistant Professor,Sir Salimullah Medical College Mitford Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-furkan-ahmed-urology-dhaka
Dr. G. M. Abu Jafor,Ophthalmology,"MBBS, FCPS",Senior Consultant,Islami Bank Hospital Khulna,Khulna,N/A,https://doctor.bd/doctor/dr-g-m-abu-jafor-ophthalmology-khulna
Dr. G. M. Mohiuddin,Cardiology,"MBBS, MD",Assistant Professor,Sylhet MAG Osmani Medical College Hospital,Sylhet,N/A,https://doctor.bd/doctor/dr-g-m-mohiuddin-cardiology-sylhet
Dr. G. R. M. Zihadul Islam Riaz,Dermatology,"MBBS, BCS, DDV",Consultant,Cumilla Medical College Hospital,Cumilla,10+ Years,https://doctor.bd/doctor/dr-g-r-m-zihadul-islam-riaz-dermatology-cumilla
Dr. G.M. Reza,Orthopedics,"MBBS, MCPS, D-ORTHO, MS",Associate Professor,National Institute of Traumatology and Orthopaedic Rehabilitation (NITOR),Dhaka,N/A,https://doctor.bd/doctor/dr-gm-reza-orthopedics-dhaka
Dr. G.M. Ruhul Quddus,Orthopedics,"MBBS, D-ORTHO",Assistant Professor,National Institute of Traumatology and Orthopaedic Rehabilitation (NITOR),Dhaka,N/A,https://doctor.bd/doctor/dr-gm-ruhul-quddus-orthopedics-dhaka
Dr. Galiba Tasnim (Bony),Pediatrics,"MBBS, BCS, MD",Consultant,"250 Bedded General Hospital, Pabna",Pabna,N/A,https://doctor.bd/doctor/dr-galiba-tasnim-bony-pediatrics-pabna
Dr. Ganesh Chandra Saurav,Rheumatology,"MBBS, D-CARD, MACP, MESC, FCCP, FCPS",Professor & Head,Eastern Medical College Hospital,Cumilla,N/A,https://doctor.bd/doctor/dr-ganesh-chandra-saurav-rheumatology-cumilla
Dr. Ganesh Kumar Agarwala,General Surgery,"MBBS, BCS, MCPS, MS",Associate Professor,"Shaheed Ziaur Rahman Medical College Hospital, Bogura",Bogura,N/A,https://doctor.bd/doctor/dr-ganesh-kumar-agarwala-general-surgery-bogura
Dr. Gaousul Azam,Neurosurgery,"MBBS, BCS, MS",Assistant Professor,Dhaka Medical College Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-gaousul-azam-neurosurgery-dhaka
Dr. Gautam Kumar Mondal,Medicine,"MBBS, BCS, FCPS",Assistant Professor,Khulna Medical College Hospital,Khulna,15+ Years,https://doctor.bd/doctor/dr-gautam-kumar-mondal-medicine-khulna
Dr. Gazi Mahmud Ul Hasan Rusho,Pediatric Surgery,"MBBS, MS",Assistant Registrar,Dhaka Medical College Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-gazi-mahmud-ul-hasan-rusho-pediatric-surgery-dhaka
Dr. Gazi Md. Ariful Islam Velia,Orthopedics,"MBBS, BCS, MS",Assistant Registrar,Cumilla Medical College Hospital,Cumilla,N/A,https://doctor.bd/doctor/dr-gazi-md-ariful-islam-velia-orthopedics-cumilla
Dr. Gazi Md. Matiur Rahman,Dermatology,"MBBS, BCS, MD",Assistant Professor,Cumilla Medical College Hospital,Cumilla,N/A,https://doctor.bd/doctor/dr-gazi-md-matiur-rahman-dermatology-cumilla
Dr. Gazi Md. Zakir Hossain,General Surgery,"MBBS, MS",Associate Professor,Bashundhara Ad-din Medical College Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-gazi-md-zakir-hossain-general-surgery-dhaka
Dr. Gazi Mohammad Imranul Haque,Pediatrics,"MBBS, MD, FCPS",Consultant,Dhaka Shishu Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-gazi-mohammad-imranul-haque-pediatrics-dhaka
Dr. Gazi Muhammad Salahuddin,Colorectal Surgery,"MBBS, BCS, FCPS, MCPS, FMAS, FACS",Consultant,Narayanganj General (Victoria) Hospital,Narayanganj,N/A,https://doctor.bd/doctor/dr-gazi-muhammad-salahuddin-colorectal-surgery-narayanganj
Dr. GC Pal,General Surgery,"MBBS, BCS, FCPS",Consultant,Dhaka Medical College Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-gc-pal-general-surgery-dhaka
